city,state,long,lat,value
Mchenry,IL,-88.27,42.36,1
Mckinleyville,CA,-124.1,40.94,1
Mckinney,TX,-96.67,33.1828571428571,7
Mclean,VA,-77.2027272727273,38.9245454545455,11
Mcminnville,OR,-123.193333333333,45.21,3
Mcmurray,PA,-80.1033333333333,40.2833333333333,3
Mebane,NC,-79.27,36.07,1
Mecca,CA,-116.09,33.57,1
Mechaicsburg,PA,-77.03,40.25,1
Mechanicsburg,PA,-77,40.23,3
Mechanicsville,VA,-77.37,37.62,3
Medfield,MA,-71.31,42.19,1
Medford,MA,-71.105,42.41,2
Medford,NJ,-74.81,39.87,1
Medford,NY,-72.9833333333333,40.8166666666667,3
Medford,OR,-122.864,42.339,10
Media,PA,-75.38,39.92,1
Medina,MN,-93.53,45.05,1
Medina,OH,-81.86,41.155,2
Medway,MA,-71.4,42.15,1
Melbourne,FL,-80.6675,28.15,4
Melbourne Village,FL,-80.67,28.08,1
Melrose,MA,-71.06,42.46,1
Melrose Park,IL,-87.87,41.91,1
Melville,NY,-73.415,40.8,2
Memphis,TN,-89.904347826087,35.124347826087,23
Menifee,CA,-117.176666666667,33.68,3
Menlo Park,CA,-122.184285714286,37.4428571428571,7
Menomonee Falls,WI,-88.12,43.18,2
Mentor,OH,-81.33,41.6725,4
Mequon,WI,-87.92,43.22,1
Merced,CA,-120.472,37.312,5
Mercedes,TX,-97.89,26.16,1
Mercer Island,WA,-122.234,47.57,5
Meriden,CT,-72.81,41.51,1
Meridian,ID,-116.385,43.62,6
Merriam,KS,-94.69,39.02,1
Merrick,NY,-73.55,40.66,1
Merrifield,VA,-77.23,38.88,1
Merrillville,IN,-87.31,41.47,4
Merrimack,NH,-71.51,42.82,1
Merrionette Park,IL,-87.7,41.68,1
Merritt Island,FL,-80.7,28.375,2
Mesa,AZ,-111.746216216216,33.4010810810811,37
Mesquite,NV,-114.07,36.81,1
Mesquite,TX,-96.61,32.79,3
Metairie,LA,-90.168,30.004,5
Metarie,LA,-90.13,30,1
Methuen,MA,-71.16,42.74,2
Miami,AZ,-110.87,33.4,1
Miami,FL,-80.2912280701754,25.7615789473684,57
Miami Beach,FL,-80.1366666666667,25.8011111111111,9
Miami Gardens,FL,-80.29,25.94,1
Miami Lakes,FL,-80.33,25.91,1
Miami Shores,FL,-80.19,25.86,1
Miami Springs,FL,-80.28,25.82,1
Miamisburg,OH,-84.245,39.62,2
Michigan City,IN,-86.89,41.68,1
Middleton,WI,-89.51,43.095,2
Middletown,DE,-75.7,39.45,1
Middletown,KY,-85.52,38.24,1
Middletown,MD,-77.53,39.44,1
Middletown,NJ,-74.13,40.41,1
Middletown,NY,-74.375,41.45,2
Middletown,PA,-76.76,40.2,1
Middletown,RI,-71.3,41.52,1
Midland,MI,-84.25,43.66,1
Midland,TX,-102.121666666667,32.0183333333333,6
Midland Park,NJ,-74.14,40.98,1
Midlothian,TX,-97.01,32.48,1
Midlothian,VA,-77.6585714285714,37.4814285714286,7
Midwest City,OK,-97.4,35.44,2
Milford,CT,-73.04,41.24,2
Milford,MA,-71.5,42.16,1
Milford,MI,-83.6,42.59,2
Milford,OH,-84.255,39.18,2
Mililani,HI,-158.01,21.46,3
Mill Creek,WA,-122.22,47.8525,4
Mill Valley,CA,-122.524,37.894,5
Millbrae,CA,-122.39,37.6,2
Millburn,NJ,-74.31,40.72,1
Milledgeville,GA,-83.265,33.13,2
Miller Place,NY,-72.99,40.94,1
Millington,TN,-89.89,35.36,1
Mills River,NC,-82.57,35.4,1
Milltown,NJ,-74.44,40.42,1
Millville,DE,-75.11,38.55,1
Millville,NJ,-75.04,39.42,1
Milpitas,CA,-121.904,37.428,10
Milton,GA,-84.27,34.1,1
Milton,MA,-71.04,42.26,1
Milton,WA,-122.3,47.25,2
Milwaukee,WI,-87.9304761904762,43.0257142857143,21
Milwaukie,OR,-122.62,45.43,5
Minden,NV,-119.78,38.96,1
Minneapolis,MN,-93.2642857142857,44.977619047619,21
Minnetonka,MN,-93.4633333333333,44.9533333333333,3
Minooka,IL,-88.27,41.42,1
Minot,ND,-101.31,48.22,2
Mint Hill,NC,-80.66,35.17,1
Mira Loma,CA,-117.56,33.98,1
Miramar,FL,-80.3566666666667,25.98,3
Miramar Beach,FL,-86.31,30.38,1
Mishawaka,IN,-86.1716666666667,41.69,6
Mission,KS,-94.665,39.02,2
Mission,TX,-98.29,26.2,1
Mission Hills,CA,-118.47,34.26,1
Mission Viejo,CA,-117.666363636364,33.5954545454545,11
Mississippi State,MS,-88.79,33.45,1
Missoula,MT,-114.031666666667,46.8616666666667,6
Missouri City,TX,-95.562,29.564,5
Moab,UT,-109.55,38.57,1
Mobile,AL,-88.153,30.677,10
Modesto,CA,-121.005263157895,37.6705263157895,19
Molalla,OR,-122.6,45.15,1
Moline,IL,-90.4966666666667,41.4766666666667,3
Monaca,PA,-80.3,40.68,2
Monona,WI,-89.32,43.05,1
Monroe,CT,-73.27,41.33,1
Monroe,LA,-92.095,32.53,2
Monroe,NC,-80.58,35.02,2
Monroe,NY,-74.15,41.32,1
Monroe,WA,-121.975,47.86,4
Monroeville,PA,-79.78,40.435,2
Monrovia,CA,-118.002,34.146,5
Montclair,CA,-117.695,34.08,4
Montclair,NJ,-74.22,40.81,1
Montebello,CA,-118.103333333333,34.03,3
Monterey,CA,-121.8975,36.605,4
Monterey Park,CA,-118.14,34.04,1
Montgomery,AL,-86.195,32.3583333333333,6
Montgomery,IL,-88.37,41.72,1
Montgomery,TX,-95.6,30.36,1
Montgomeryville,PA,-75.24,40.24,1
Monticello,MN,-93.77,45.29,1
Montrose,CA,-118.23,34.21,1
Montrose,CO,-107.87,38.4533333333333,3
Montvale,NJ,-74.05,41.05,1
Montville,CT,-72.1,41.48,1
Monument,CO,-104.87,39.1,2
Moon Township,PA,-80.22,40.52,1
Moore,OK,-97.4966666666667,35.3333333333333,3
Moorestown,NJ,-74.955,39.95,2
Mooresville,NC,-80.872,35.586,5
Moorhead,MN,-96.76,46.855,2
Moorpark,CA,-118.872,34.282,5
Moosic,PA,-75.68,41.36,1
Moraga,CA,-122.125,37.85,2
Morehead,KY,-83.43,38.18,1
Morehead City,NC,-76.81,34.74,1
Morenci,AZ,-109.33,33.05,1
Moreno Valley,CA,-117.225,33.9316666666667,6
Morgan Hill,CA,-121.644285714286,37.1357142857143,7
Morganton,NC,-81.71,35.74,1
Morgantown,WV,-79.98,39.655,4
Morganville,NJ,-74.31,40.35,1
Morris,IL,-88.42,41.37,1
Morris Plains,NJ,-74.46,40.84,1
Morristown,NJ,-74.47,40.795,2
Morristown,TN,-83.35,36.2,1
Morrisville,NC,-78.82,35.8414285714286,7
Morro Bay,CA,-120.84,35.37,1
Morton,IL,-89.47,40.62,1
Morton Grove,IL,-87.8,42.04,1
Moscow,ID,-117.006666666667,46.7266666666667,3
Moses Lake,WA,-119.266666666667,47.1233333333333,3
Moultrie,GA,-83.76,31.19,1
Mount Airy,MD,-77.16,39.365,2
Mount Dora,FL,-81.65,28.82,2
Mount Juliet,TN,-86.51,36.17,1
Mount Kisco,NY,-73.73,41.21,1
Mount Laurel,NJ,-74.9175,39.9625,4
Mount Pleasant,MI,-84.7633333333333,43.5933333333333,3
Mount Pleasant,SC,-79.848,32.824,5
Mount Pocono,PA,-75.33,41.1,1
Mount Prospect,IL,-87.94,42.07,2
Mount Vernon,NY,-73.82,40.9,1
Mount Vernon,WA,-122.34,48.44,1
Mountain Brook,AL,-86.77,33.48,1
Mountain Home,AR,-92.37,36.35,1
Mountain View,CA,-122.090909090909,37.3936363636364,11
Mountlake Terrace,WA,-122.29,47.7966666666667,3
Mt Juliet,TN,-86.515,36.195,2
Mt Kisco,NY,-73.72,41.22,1
Mt Orab,OH,-83.92,39.04,1
Mt Pleasant,SC,-79.82,32.87,2
Mt Vernon,OH,-82.46,40.4,1
Mt Vernon,WA,-122.325,48.43,2
Mt. Pleasant,SC,-79.83,32.83,1
Mt. Vernon,IL,-88.94,38.31,1
Mukilteo,WA,-122.286666666667,47.8933333333333,3
Muncie,IN,-85.4066666666667,40.2033333333333,3
Muncy,PA,-76.83,41.24,1
Mundelein,IL,-88.0266666666667,42.2733333333333,3
Munster,IN,-87.51,41.56,2
Murfreesboro,TN,-86.406,35.845,10
Murphy,NC,-84,35.115,2
Murphy,TX,-96.61,33.01,1
Murray,UT,-111.885,40.65,2
Murrells Inlet,SC,-79.01,33.58,1
Murrieta,CA,-117.18,33.57,8
Murrietta,CA,-117.2,33.57,1
Murrysville,PA,-79.7,40.43,1
Muscatine,IA,-91.03,41.455,2
Muskego,WI,-88.11,42.92,1
Muskegon,MI,-86.205,43.155,2
Myrtle Beach,SC,-78.8938461538462,33.7161538461538,13
Mystic,CT,-71.96,41.37,1
N Kingstown,RI,-71.5,41.58,1
N Las Vegas,NV,-115.18,36.29,1
N. Tacoma,WA,-122.48,47.24,1
Nacogdoches,TX,-94.65,31.62,2
Nampa,ID,-116.555,43.59,4
Nanuet,NY,-74.0133333333333,41.1,3
Napa,CA,-122.294444444444,38.3077777777778,9
Napavine,WA,-122.91,46.6,1
Naperville,IL,-88.1641666666667,41.7675,12
Naples,FL,-81.768125,26.2025,16
Nappanee,IN,-85.98,41.44,1
Nas Lemoore,CA,-119.78,36.3,1
Nashua,NH,-71.472,42.736,5
Nashville,TN,-86.7858333333333,36.1275,24
Nassau Bay,TX,-95.1,29.55,1
Natick,MA,-71.375,42.3,4
National City,CA,-117.084,32.662,5
National Harbor,MD,-77.005,38.79,2
Naval Station Pensacola,FL,-87.27,30.35,1
Nederland,TX,-93.99,29.95,1
Needham,MA,-71.24,42.29,1
Neenah,WI,-88.48,44.18,1
Nellis Afb,NV,-115.05,36.24,1
Neptune Beach,FL,-81.4,30.32,1
Nesconset,NY,-73.15,40.83,1
New Albany,IN,-85.84,38.31,2
New Albany,OH,-82.8233333333333,40.0866666666667,3
New Berlin,WI,-88.11,42.97,2
New Bern,NC,-77.0725,35.0775,4
New Braunfels,TX,-98.135,29.69,2
New Britain,CT,-72.77,41.7,2
New Brunswick,NJ,-74.445,40.5,2
New Canaan,CT,-73.5,41.15,1
New Carrollton,MD,-76.87,38.96,1
New City,NY,-73.99,41.14,1
New Fairfield,CT,-73.49,41.47,1
New Haven,CT,-72.93,41.31,2
New Hope,MN,-93.39,45.03,1
New Hope,PA,-74.95,40.36,1
New Hudson,MI,-83.62,42.52,1
New Hyde Park,NY,-73.695,40.745,2
New Iberia,LA,-91.82,29.98,1
New Kensington,PA,-79.75,40.59,1
New Lenox,IL,-87.92,41.51,2
New Milford,CT,-73.41,41.57,1
New Orleans,LA,-90.0815384615385,29.9484615384615,13
New Paltz,NY,-74.09,41.75,2
New Port Richey,FL,-82.69,28.2266666666667,3
New Providence,NJ,-74.4,40.71,1
New Rochelle,NY,-73.7866666666667,40.9333333333333,3
New Stanton,PA,-79.57,40.21,1
New York,NY,-73.9827586206897,40.753275862069,232
Newark,CA,-122.026,37.536,5
Newark,DE,-75.7125,39.6525,8
Newark,NJ,-74.1725,40.715,4
Newark,OH,-82.43,40.08,1
Newberg,OR,-122.945,45.305,2
Newberry,FL,-82.48,29.66,1
Newburg,PA,-77.56,40.14,1
Newburgh,IN,-87.39,37.98,1
Newburgh,NY,-74.065,41.51,2
Newbury Park,CA,-118.96,34.17,1
Newburyport,MA,-70.87,42.81,1
Newcastle,WA,-122.17,47.54,3
Newington,CT,-72.725,41.675,2
Newnan,GA,-84.745,33.395,4
Newport,KY,-84.48,39.0833333333333,3
Newport,OR,-124.05,44.645,2
Newport,RI,-71.31,41.49,1
Newport,VA,-76.49,37.11,1
Newport,WA,-117.04,48.18,1
Newport Beach,CA,-117.879285714286,33.6285714285714,14
Newport Coast,CA,-117.83,33.61,2
Newport News,VA,-76.4883333333333,37.0983333333333,6
Newton,IA,-93.03,41.7,1
Newton,MA,-71.22,42.3333333333333,3
Newton Centre,MA,-71.19,42.33,1
Newtonville,MA,-71.21,42.35,1
Newtown,CT,-73.3,41.41,1
Newtown,PA,-74.94,40.23,1
Newtown Square,PA,-75.39,39.99,1
Niagara Falls,NY,-79.01,43.0933333333333,3
Nicholasville,KY,-84.55,37.94,1
Niles,IL,-87.7975,42.02,4
Niles,MI,-86.25,41.82,1
Niles,OH,-80.75,41.21,2
Nipomo,CA,-120.49,35.04,2
Niskayuna,NY,-73.89,42.82,1
Nixa,MO,-93.3,37.05,1
Noblesville,IN,-86.015,40.045,2
Nogales,AZ,-110.94,31.37,2
Norco,CA,-117.56,33.9133333333333,3
Norcross,GA,-84.2,33.9533333333333,3
Norfolk,NE,-97.43,42.02,1
Norfolk,VA,-76.2517647058824,36.8923529411765,17
Normal,IL,-88.98,40.5166666666667,3
Norman,OK,-97.4666666666667,35.225,6
Normandy Park,WA,-122.34,47.44,1
Norristown,PA,-75.4,40.13,1
North Andover,MA,-71.12,42.67,1
North Attleboro,MA,-71.35,41.95,1
North Attleborough,MA,-71.35,41.945,2
North Augusta,SC,-81.96,33.5,1
North Babylon,NY,-73.32,40.74,1
North Bend,OR,-124.24,43.41,1
North Bend,WA,-121.786666666667,47.49,3
North Bergen,NJ,-74.01,40.795,2
North Bethesda,MD,-77.11,39.04,1
North Brunswick,NJ,-74.48,40.45,2
North Canton,OH,-81.4,40.88,2
North Charleston,SC,-80.036,32.918,5
North Charlotte,NC,-80.85,35.35,1
North Conway,NH,-71.12,44.02,1
North Dartmouth,MA,-71,41.64,2
North Haven,CT,-72.86,41.375,2
North Highland,CA,-121.38,38.69,1
North Highlands,CA,-121.38,38.65,2
North Hills,CA,-118.48,34.235,2
North Hollywood,CA,-118.385,34.1766666666667,6
North Huntingdon,PA,-79.69,40.32,1
North Las Vegas,NV,-115.155,36.24875,8
North Little Rock,AR,-92.24,34.81,2
North Maplewood,MN,-93.02,45.03,1
North Merrick,NY,-73.56,40.68,1
North Miami,FL,-80.14,25.91,1
North Miami Beach,FL,-80.16,25.9,1
North Myrtle Beach,SC,-78.67,33.83,1
North Ogden,UT,-111.97,41.3,1
North Olmsted,OH,-81.9033333333333,41.4233333333333,6
North Platte,NE,-100.77,41.12,1
North Pole,AK,-147.35,64.76,1
North Port,FL,-82.21,27.04,1
North Reading,MA,-71.12,42.59,1
North Richland Hills,TX,-97.2025,32.89,4
North Riverside,IL,-87.81,41.85,1
North Wales,PA,-75.2433333333333,40.23,3
North Woodbridge,NJ,-74.26,40.56,1
Northampton,MA,-72.63,42.325,2
Northborough,MA,-71.67,42.29,1
Northbrook,IL,-87.82,42.13,6
Northfield,IL,-87.77,42.1,1
Northfield,MN,-93.19,44.43,1
Northfield,OH,-81.53,41.31,1
Northglenn,CO,-104.985,39.895,2
Northport,NY,-73.33,40.9,1
Northridge,CA,-118.542857142857,34.2457142857143,7
Northvale,NJ,-73.95,41.02,1
Northville,MI,-83.4633333333333,42.4333333333333,3
Norwalk,CA,-118.08875,33.9125,8
Norwalk,CT,-73.42,41.1266666666667,3
Norwich,CT,-72.11,41.51,1
Norwood,MA,-71.19,42.18,1
Norwood,OH,-84.47,39.15,1
Notre Dame,IN,-86.24,41.695,2
Nottingham,MD,-76.48,39.4,1
Novato,CA,-122.563333333333,38.095,6
Novi,MI,-83.4866666666667,42.4955555555556,9
Nutley,NJ,-74.16,40.82,1
Nyack,NY,-73.92,41.09,1
O'fallon,MO,-90.7,38.76,3
Oak Brook,IL,-87.9575,41.85,4
Oak Creek,WI,-87.92,42.884,5
Oak Forest,IL,-87.74,41.6,1
Oak Grove,OR,-122.63,45.41,1
Oak Harbor,WA,-122.656666666667,48.2933333333333,3
Oak Lawn,IL,-87.75,41.712,5
Oak Park,IL,-87.79,41.89,1
Oak Park,MI,-83.2,42.47,1
Oak Park Heights,MN,-92.85,45.03,1
Oak Ridge,TN,-84.26,36.01,1
Oakbrook,IL,-87.95,41.85,1
Oakbrook Terrace,IL,-87.97,41.86,1
Oakdale,CA,-120.845,37.77,2
Oakdale,MN,-92.96,44.96,2
Oakdale,NY,-73.12,40.75,1
Oakhurst,CA,-119.655,37.33,2
Oakhurst,NJ,-74.04,40.26,1
Oakland,CA,-122.238095238095,37.7866666666667,21
Oakland,MI,-83.2,42.73,1
Oakland,NJ,-74.24,41.03,1
Oakland Park,FL,-80.13,26.19,1
Oakley,CA,-121.74,38.005,2
Oakridge,TN,-84.26,36.01,1
Oaks,PA,-75.45,40.13,1
Oakton,VA,-77.3,38.88,1
Oakwood,GA,-83.865,34.215,2
Oakwood,OH,-84.17,39.71,1
Ocala,FL,-82.168,29.164,5
Ocean,NJ,-74.05,40.23,1
Ocean City,MD,-75.095,38.345,2
Ocean City,NJ,-74.58,39.28,1
Ocean Springs,MS,-88.78,30.41,1
Ocean Township,NJ,-74.05,40.23,1
Oceanside,CA,-117.316666666667,33.2091666666667,12
Oceanside,NY,-73.64,40.63,2
Ocoee,FL,-81.53,28.55,1
Oconomowoc,WI,-88.47,43.07,1
Odenton,MD,-76.69,39.08,1
Odessa,FL,-82.55,28.19,1
Odessa,TX,-102.348,31.882,5
Ofallon,IL,-89.93,38.57,1
Ogden,UT,-111.956666666667,41.2066666666667,3
Ojai,CA,-119.29,34.42,1
Okemos,MI,-84.425,42.7,2
Oklahoma City,OK,-97.5576470588235,35.5205882352941,17
Olathe,KS,-94.7725,38.87625,8
Old Bridge,NJ,-74.31,40.38,1
Old Saybrook,CT,-72.38,41.3,1
Old Tappan,NJ,-73.98,41.01,1
Oldsmar,FL,-82.7,28.05,1
Olive Branch,MS,-89.875,34.96,2
Olivette,MO,-90.37,38.67,1
Olney,MD,-77.0625,39.145,4
Olympia,WA,-122.88,47.048,10
Olympic Valley,CA,-120.23,39.2,1
Omaha,NE,-96.088,41.2513333333333,30
Omak,WA,-119.51,48.42,1
Onalaska,WI,-91.19,43.87,1
Oneonta,NY,-75.06,42.47,1
Ontario,CA,-117.585384615385,34.0623076923077,13
Opelika,AL,-85.3933333333333,32.6266666666667,3
Orange,CA,-117.850625,33.796875,16
Orange,CT,-73.005,41.265,2
Orange Beach,AL,-87.59,30.27,1
Orange City,FL,-81.29,28.915,2
Orange Park,FL,-81.7266666666667,30.1166666666667,3
Orchard Lake,MI,-83.36,42.58,1
Orchard Park,NY,-78.78,42.79,1
Orcutt,CA,-120.42,34.86,1
Oregon,OH,-83.47,41.64,1
Oregon City,OR,-122.5825,45.34,4
Orem,UT,-111.69,40.29,4
Orinda,CA,-122.185,37.88,2
Orion Township,MI,-83.31,42.71,1
Orland,CA,-122.2,39.75,1
Orland Park,IL,-87.86,41.60375,8
Orlando,FL,-81.3895744680851,28.4753191489362,47
Orleans,MA,-69.97,41.78,1
Ormond Beach,FL,-81.075,29.275,2
Oro Valley,AZ,-110.97,32.4075,4
Oroville,CA,-121.57,39.5,1
Orting,WA,-122.21,47.1,1
Osage Beach,MO,-92.6066666666667,38.16,3
Oshkosh,WI,-88.5666666666667,44.0166666666667,3
Ossining,NY,-73.86,41.14,1
Oswego,IL,-88.31,41.7,1
Otsego,MN,-93.56,45.28,1
Ottawa,KS,-95.27,38.59,1
Ottumwa,IA,-92.44,41.01,1
Overland Park,KS,-94.6886666666667,38.922,15
Oviedo,FL,-81.2333333333333,28.6466666666667,3
Owasso,OK,-95.8266666666667,36.2966666666667,3
Owatonna,MN,-93.245,44.085,2
Owensboro,KY,-87.0925,37.7475,4
Owings Mills,MD,-76.7866666666667,39.4133333333333,3
Oxford,AL,-85.805,33.61,2
Oxford,CT,-73.11,41.42,1
Oxford,MS,-89.54,34.36,3
Oxford,OH,-84.74,39.5066666666667,3
Oxnard,CA,-119.177777777778,34.2077777777778,9
Oxon Hill,MD,-77.02,38.78,1
Ozark,MO,-93.22,37.06,1
Pace,FL,-87.13,30.6,1
Pacific Beach,CA,-117.25,32.8,1
Pacific Grove,CA,-121.92,36.6,1
Pacific Palisades,CA,-118.543333333333,34.0433333333333,3
Pacifica,CA,-122.492,37.63,5
Paducah,KY,-88.69,37.08,1
Page,AZ,-111.46,36.92,1
Pagosa Springs,CO,-107.08,37.25,1
Pahrump,NV,-115.99,36.22,1
Palatine,IL,-88.0425,42.1175,4
Palm Bay,FL,-80.65,28.03,1
Palm Beach,FL,-80.075,26.77,2
Palm Beach Gardens,FL,-80.0916666666667,26.8416666666667,6
Palm City,FL,-80.29,27.17,1
Palm Coast,FL,-81.215,29.52,2
Palm Desert,CA,-116.362,33.744,10
Palm Dessert,CA,-116.36,33.76,1
Palm Harbor,FL,-82.7133333333333,28.07,3
Palm Springs,CA,-116.52375,33.81625,8
Palmdale,CA,-118.121111111111,34.59,9
Palmer,AK,-149.125,61.6,2
Palmetto Bay,FL,-80.31,25.61,1
Palo Alto,CA,-122.142727272727,37.4345454545455,11
Palos Heights,IL,-87.8,41.68,1
Pampa,TX,-100.97,35.55,1
Panama City,FL,-85.65,30.19,1
Panama City Beach,FL,-85.87,30.2166666666667,3
Panorama City,CA,-118.45,34.21,1
Paoli,PA,-75.49,40.04,1
Papillion,NE,-96.0325,41.1575,4
Paramount,CA,-118.15,33.8933333333333,3
Paramus,NJ,-74.0725,40.92875,8
Paris,TX,-95.51,33.66,1
Park City,UT,-111.534,40.702,5
Park Ridge,IL,-87.83,42.01,2
Park Ridge,NJ,-74.03,41.04,1
Parker,AZ,-114.28,34.15,1
Parker,CO,-104.775,39.52375,8
Parkland,FL,-80.2,26.32,1
Parma,OH,-81.72,41.3733333333333,3
Pasadena,CA,-118.120869565217,34.1465217391304,23
Pasadena,TX,-95.1625,29.6525,4
Pasco,WA,-119.19,46.27,1
Paso Robles,CA,-120.686,35.608,5
Pataskala,OH,-82.66,40,1
Patchogue,NY,-73.03,40.78,1
Patterson,CA,-121.17,37.47,1
Patterson,NY,-73.59,41.52,1
Pattersonville,NY,-74.13,42.85,1
Pawleys Island,SC,-79.1,33.47,1
Payson,AZ,-111.315,34.245,2
Peabody,MA,-70.9266666666667,42.5366666666667,3
Peachtree City,GA,-84.578,33.416,5
Peachtree Corners,GA,-84.23,33.96,1
Pearl City,HI,-157.97,21.4,1
Pearland,TX,-95.3657142857143,29.5628571428571,7
Pekin,IL,-89.6,40.54,1
Pembroke,NC,-79.2,34.69,1
Pembroke Pines,FL,-80.3133333333333,26.0116666666667,6
Pendleton,OR,-118.81,45.665,2
Penfield,NY,-77.48,43.13,1
Pennington,NJ,-74.78,40.3,1
Penns Grove,NJ,-75.45,39.69,1
Pennsgrove,NJ,-75.46,39.72,1
Pensacola,FL,-87.2511111111111,30.4722222222222,9
Peoria,AZ,-112.254545454545,33.6663636363636,11
Peoria,IL,-89.6222222222222,40.7566666666667,9
Perris,CA,-117.213333333333,33.7966666666667,3
Perry Hall,MD,-76.46,39.41,1
Perrysburg,OH,-83.6133333333333,41.54,3
Peru,IL,-89.13,41.36,3
Petaluma,CA,-122.64125,38.2525,8
Peterson Afb,CO,-104.68,38.81,1
Petoskey,MI,-84.87,45.41,1
Pewaukee,WI,-88.195,43.09,2
Pflugerville,TX,-97.62,30.46,3
Pharr,TX,-98.19,26.18,1
Philadelphia,PA,-75.1602127659575,39.9772340425532,47
Phillipsburg,NJ,-75.1466666666667,40.68,3
Phoenix,AZ,-112.055142857143,33.538380952381,105
Phoenix,MD,-76.56,39.52,1
Pickens,SC,-82.71,34.89,1
Pickerington,OH,-82.785,39.92,2
Pico Rivera,CA,-118.09,33.9933333333333,3
Pigeon Forge,TN,-83.58,35.805,2
Pinecrest,FL,-80.32,25.675,2
Pinehurst,NC,-79.48,35.21,1
Pinellas Park,FL,-82.7,27.84,3
Pineville,NC,-80.88,35.08,2
Pinole,CA,-122.3,37.9933333333333,3
Piscataway,NJ,-74.4366666666667,40.53,3
Pismo Beach,CA,-120.63,35.14,1
Pittsburg,CA,-121.8925,38.01,4
Pittsburg,KS,-94.7,37.44,1
Pittsburg,PA,-80.11,40.47,2
Pittsburgh,PA,-79.9979069767442,40.4546511627907,43
Pittsfield,MA,-73.2,42.47,2
Pittsfield,MI,-83.68,42.24,1
Pittsfield Township,MI,-83.77,42.24,1
Pittsford,NY,-77.51,43.09,1
Placentia,CA,-117.84,33.88,1
Placerville,CA,-120.823333333333,38.7166666666667,3
Plainfield,IL,-88.2,41.61,3
Plainfield,IN,-86.36,39.72,1
Plainfield,PA,-77.28,40.21,1
Plainview,NY,-73.5,40.78,1
Plainville,CT,-72.84,41.68,1
Plainville,MA,-71.31,42.03,1
Plano,TX,-96.764347826087,33.0413043478261,23
Plant City,FL,-82.15,28.03,1
Plantation,FL,-80.2625,26.13,4
Platte City,MO,-94.77,39.35,1
Plattekill,NY,-74.08,41.62,1
Plattsburg,NY,-73.49,44.7,1
Plattsburgh,NY,-73.48,44.7,1
Plattsmouth,NE,-95.9,41,1
Playa Vista,CA,-118.42,33.98,1
Pleasant Hill,CA,-122.064285714286,37.9571428571429,7
Pleasant Prairie,WI,-87.92,42.545,2
Pleasanton,CA,-121.895,37.679,10
Pleasantville,NY,-73.79,41.13,1
Plover,WI,-89.51,44.5,1
Plymouth,IN,-86.3,41.35,1
Plymouth,MA,-70.695,41.95,2
Plymouth,MI,-83.475,42.365,2
Plymouth,MN,-93.46,45.02,3
Plymouth Meeting,PA,-75.29,40.1033333333333,3
Pocatello,ID,-112.4525,42.8875,4
Point Richmond,CA,-122.38,37.93,1
Poland,OH,-80.63,41.02,1
Pollock Pines,CA,-120.58,38.76,1
Polson,MT,-114.12,47.69,1
Pomona,CA,-117.776666666667,34.0577777777778,9
Pomona,NJ,-74.59,39.49,1
Pompano Beach,FL,-80.1,26.24,2
Pompton Lakes,NJ,-74.29,41.01,1
Ponca City,OK,-97.07,36.73,1
Ponderay,ID,-116.55,48.31,1
Ponte Vedra,FL,-81.38,30.19,1
Ponte Vedra Beach,FL,-81.39,30.2,1
Pooler,GA,-81.25,32.14,1
Port Angeles,WA,-123.405,48.115,2
Port Arthur,TX,-93.99,29.95,1
Port Charlotte,FL,-82.1133333333333,27.0133333333333,3
Port Chester,NY,-73.68,41,1
Port Hadlock,WA,-122.76,48.03,1
Port Hueneme,CA,-119.22,34.18,1
Port Jefferson,NY,-73.07,40.95,1
Port Orange,FL,-81.03,29.11,2
Port Orchard,WA,-122.63,47.516,5
Port Richey,FL,-82.71,28.29,1
Port St. Lucie,FL,-80.42,27.29,2
Port Townsend,WA,-122.78,48.11,1
Port Washington,NY,-73.695,40.835,2
Portage,IN,-87.1766666666667,41.58,3
Portage,MI,-85.595,42.215,2
Porter,TX,-95.24,30.1,1
Porterville,CA,-119.0375,36.0725,4
Portland,ME,-70.2842857142857,43.6614285714286,7
Portland,OR,-122.663,45.5251818181818,110
Portland,TX,-97.32,27.88,1
Portsmouth,NH,-70.775,43.085,2
Portsmouth,OH,-83,38.74,1
Portsmouth,VA,-76.33,36.8266666666667,3
Post Falls,ID,-116.9,47.71,1
Potomac,MD,-77.185,39.03,2
Pottstown,PA,-75.57,40.24,1
Poughkeepsie,NY,-73.915,41.6775,4
Poulsbo,WA,-122.646666666667,47.7466666666667,3
Poway,CA,-117.058,32.958,5
Powell,OH,-83.0933333333333,40.16,3
Powell,TN,-84.02,36.05,3
Prairie Village,KS,-94.63,38.99,2
Prattville,AL,-86.41,32.465,2
Prescott,AZ,-112.468571428571,34.5571428571429,7
Prescott Valley,AZ,-112.336666666667,34.59,3
Price,UT,-110.82,39.6,1
Primm,NV,-115.39,35.61,2
Prince Frederick,MD,-76.595,38.545,2
Princeton,NJ,-74.66,40.33,2
Princeton,WV,-81.06,37.415,2
Prineville,OR,-120.83,44.3,1
Prospect,KY,-85.62,38.34,1
Prosper,TX,-96.765,33.23,2
Prosser,WA,-119.79,46.22,1
Providence,RI,-71.408,41.824,10
Prunedale,CA,-121.665,36.79,2
Pueblo,CO,-104.638,38.274,5
Pueblo West,CO,-104.73,38.31,1
